WTT,PTI,EQW,SBI,LQE,QWG,FDJ,PJF,HQE,NXJ,TARGET CLASS
0.788278082,1.136900949,0.537014735,0.504231758,1.058761911,1.184121781,1.024484444,0.874137919,1.205380983,1.616696491,1
1.721779169,1.159582327,0.71271789,0.541369265,0.715946025,1.179927196,1.057422622,0.987899527,0.791164891,1.024058515,1
0.802583949,1.075359467,1.044195771,0.654526117,0.983662939,1.135189717,0.989865534,1.497568707,1.302882396,1.689988517,0
1.442787581,0.905318815,1.158677407,0.575526208,1.196053846,0.658082375,0.837869882,0.731067649,1.55911715,1.151824132,1
1.212657785,1.127623654,0.78599557,0.501081242,1.366683528,0.967339943,0.596952156,1.216979116,1.040812936,1.545026936,0
1.198999495,1.02429451,0.744314766,0.389139441,0.844983915,0.622370353,0.783223928,1.487427894,1.257161363,0.937234603,0
0.860255622,1.522585377,0.951314104,0.422790615,0.586966764,0.803609544,1.096232372,0.904521914,1.230928732,1.30160332,0
1.225894362,0.607008492,1.166721574,0.559611493,0.527601984,0.765398369,0.719059062,1.024084974,1.321100544,1.334634165,1
0.872898775,1.542480022,0.789922079,0.722337921,0.691972498,1.348292436,0.618089872,1.308642967,1.240755353,1.230356705,0
1.261753329,1.297890004,0.764610712,0.676899869,1.206999669,0.556421077,0.514134447,1.055614759,1.445058489,1.078092313,1
0.931487958,1.396031117,0.930957935,0.457642192,1.364243272,0.790715009,1.186392697,1.364921895,1.126719809,1.423208165,0
0.584024827,1.369120245,1.202767638,0.939118376,0.9298731,1.432722761,1.664493151,0.904400919,0.951434095,1.026035812,0
1.146780923,1.276895537,1.155070193,0.255112368,1.019406694,0.630771134,0.70867274,1.172742521,1.243157234,1.111068927,1
1.613931185,0.9421563,0.695335138,0.589824275,0.969437428,1.020398471,0.928687603,0.597581965,1.378616658,1.21668255,1
1.419508077,1.100859274,0.417773238,0.574396632,0.899885018,1.094874666,0.926669841,0.744645748,1.423998993,1.155986175,1
1.528581497,1.216881927,0.980014334,0.499955696,1.03031178,0.88164005,1.416723795,0.911131274,0.967004263,1.47491802,0
1.422579816,1.714327545,0.860616517,0.660838031,1.104097935,1.051105519,0.841546163,1.155982307,0.969811521,1.336015274,1
1.108384726,0.996778229,0.300176448,0.546991696,1.261084769,0.623795345,0.757864559,0.877272674,1.061584299,1.078060555,1
1.355599127,0.960049451,0.730911876,0.509552455,1.116693844,0.730778306,0.520815893,1.097826611,1.376641089,1.303087881,1
0.806070935,1.065518389,0.977776849,0.155745915,1.05847107,0.764292135,1.258626499,1.327064213,1.053451418,0.90435876,0
0.762772508,1.500366902,1.162252637,0.58819288,1.215805447,1.151806054,0.908896551,0.996190855,0.768383871,1.604869911,0
0.949024276,1.3087465,0.294111954,1.070026007,0.998529411,0.609859156,1.335985189,1.219161836,1.284325337,1.070175516,1
1.142215607,0.67846783,1.027893919,0.791764072,1.059119578,0.87248682,0.88384419,0.891936445,1.598003848,1.655529,1
1.6429327,0.855445016,1.014816928,0.809088732,1.026617175,0.647012874,1.185589507,0.6599328,1.372614846,1.33887368,1
1.168592639,0.828097709,0.403957444,0.830061801,1.070150014,0.972557549,1.670574191,1.037831659,1.150951337,1.27985533,1
0.879109891,0.760492079,0.932920089,0.337755401,1.026693871,0.942479663,1.086257857,1.084317351,1.470578699,1.494912737,1
1.344949098,1.061906303,0.398990206,0.429631252,0.902597757,0.955672276,1.083167765,1.013503681,1.183358201,1.372119399,1
0.788338152,1.146020514,1.417753957,0.895246592,1.090957819,0.875469617,0.977675808,1.229946817,1.106330723,1.812357283,0
1.543891651,0.79750268,0.575250081,0.473594035,0.891867921,0.798538326,1.221142254,0.789604548,1.14935069,1.194694247,1
1.170213158,1.029377291,0.725163641,0.285307668,1.314908744,1.080470616,0.825299453,0.844782352,1.13517243,1.453119057,1
0.990285966,0.932289639,1.102461368,0.779932362,0.856446693,0.664937845,0.924293078,1.003030362,1.885690085,1.115459949,1
0.81663467,0.947335308,0.998901886,0.722978319,0.742578252,0.675726293,0.766518553,1.224563432,1.537893272,1.56671905,1
1.144246822,1.176193029,1.047787356,0.762875793,0.515338467,1.38027447,0.559898921,0.922272116,0.65548574,1.437848395,0
0.306564497,1.322082554,1.312386721,0.578244955,1.191551751,1.113757537,0.980453146,1.141945047,1.110882513,1.239768621,0
0.753118179,1.082248476,1.263566933,0.265802061,0.959967331,0.9033099,1.082406656,0.839123626,0.941614468,1.526058825,0
0.617723501,1.448130832,1.168955382,0.81049204,0.891862,1.214693579,1.208337851,1.428691027,0.975782698,1.550481565,0
0.997650147,1.204988939,0.746264012,0.414485594,1.17829509,1.145507012,0.779074255,1.440326445,1.274305071,1.42410456,0
1.234622728,1.593329327,0.528662501,0.549877328,1.101374586,0.782282197,1.092100833,0.962992414,1.090155678,1.30411348,1
0.616532723,0.876225955,0.541400225,0.741516408,1.273354718,1.182051543,0.815312568,0.811486278,1.426861301,1.448087386,0
0.909050254,1.213677885,0.524567133,0.87613834,0.480230682,0.93859858,1.151110074,1.240549727,1.55619801,1.201759392,1
1.492314388,0.709203893,0.884831359,0.69236077,0.59932143,0.887581944,0.773753789,0.607633165,1.383028652,1.200317972,1
0.376896342,1.236556546,0.710967293,0.421695902,0.93353643,1.289630518,0.804915325,1.002152152,0.902854853,0.955231579,0
0.76227559,0.889916207,1.405941216,0.852789248,0.87152109,1.251892541,1.20379007,1.202766378,1.446743405,1.618650498,0
1.029846379,0.758886726,0.49257299,0.531782953,1.196469024,0.975867351,0.671939612,0.746756476,1.380659688,1.329278072,1
0.371898678,1.105633061,1.114063943,0.775686613,1.252126909,0.973178803,1.51195352,0.989890227,1.36725663,1.263893739,0
0.41186536,1.044758526,1.207781497,0.520632086,1.179729406,1.232801442,1.374095828,0.875119103,1.286970234,1.233952045,0
0.924319153,1.118055146,0.669971533,0.932948505,0.539062922,0.440840903,0.799063636,0.969213426,1.540727285,1.089942102,1
1.096538021,0.834994945,0.720812456,0.46246496,0.915005276,0.793624701,0.406258067,1.034685968,1.437578385,1.039266121,1
0.726660206,0.729466396,1.546473722,0.520705666,1.066825283,1.028921277,0.77156073,1.280471439,0.780276808,1.373244251,0
1.222428028,0.901449163,0.441643418,0.916524404,1.419459527,0.988957111,0.784538661,1.280970695,1.387332712,1.413062061,1
1.162205556,1.230163033,0.619359061,0.376857396,0.71443958,0.835704771,0.792517221,1.041278177,1.223523304,1.429263057,1
1.163089276,1.43973087,0.606151924,0.483427562,1.209398855,1.06908559,1.164229027,0.703728817,0.985507357,1.441017842,0
1.326532371,1.033606646,0.853712382,0.726237982,1.109336924,0.936709942,1.095074409,0.873031015,1.637066879,1.590700283,1
1.315392379,1.015212272,0.406342702,0.736615527,0.933978474,0.955944708,0.69532979,0.98685836,1.28593671,1.545380339,1
1.077935964,1.242024742,0.780888653,0.16803556,1.063971402,1.010466318,0.79753573,1.03602402,1.14072056,1.359001011,0
0.966383032,0.815746836,0.731296301,0.676657498,0.997690194,0.865350544,0.963665766,1.128814978,1.507088322,1.703548696,1
1.198247716,0.721712694,0.543957294,0.590062576,0.967102886,0.862500225,0.961201105,0.831608276,1.493708437,1.462204307,1
1.205998341,0.878361499,0.733990827,0.323741797,0.634641327,0.774314635,0.79709104,1.076155873,1.09197539,1.418127542,1
0.858525076,0.857589366,0.573649206,0.443773956,0.843773765,0.897232368,0.823995504,1.24600809,1.393166223,1.433008754,1
0.5098926,1.088347335,0.732188329,0.684717461,1.163159067,0.929699905,1.037731527,1.108850978,0.406916393,1.42927842,0
1.245625634,0.457412952,0.499391668,0.960499576,0.788065659,0.754449205,0.531331707,1.21766364,1.124056302,1.073956767,1
1.032622761,0.756034519,0.347393619,1.166846391,1.207992965,1.148163461,1.019257284,1.427142696,1.4768544,1.101284072,1
0.482158688,1.041313674,1.195233551,0.700860145,1.027409984,0.788416426,0.71472626,0.972724025,0.811592911,1.662866148,0
0.851633366,0.977360861,0.534230959,0.367820851,0.717507573,0.765299847,0.665583256,1.157059409,1.14061224,1.264051855,1
0.624526162,1.50042278,0.879256322,0.785591574,1.002679744,1.405535202,1.109281522,1.212124377,1.247637001,1.515089469,0
1.270471266,1.250920203,0.697916005,0.738373958,1.104545741,1.048387859,0.479292825,0.854390215,0.707269355,1.559357508,1
0.639052889,1.344558892,0.822383944,0.388499708,0.844471392,0.795621949,1.159137407,1.247808723,1.207247071,1.387132432,0
0.541224313,1.362192071,0.826255056,0.704660665,0.880286627,0.950283757,1.658007007,1.120351554,0.72667146,1.044271198,0
0.76214627,0.87683364,0.999770304,0.570496497,1.081108291,0.658186792,0.7163226,0.524604643,1.136702214,1.543329005,1
1.187076542,0.899727312,0.532411069,0.731864817,1.168334785,0.464014407,0.79109582,0.935544502,1.51215205,1.196721949,1
1.140212291,1.075227461,0.595478045,0.22877024,0.798769926,0.891111893,0.90283383,0.638724546,1.124048271,1.092458817,1
1.293939299,0.975712746,0.780049046,0.555972007,1.084862525,0.603147786,0.754128058,1.133665162,1.464468304,1.456866519,1
0.795059254,1.051743871,0.499875869,0.681659649,1.198923733,1.033624127,1.105875446,0.824489737,1.654249262,1.305123491,1
0.67040325,1.309161161,1.303105472,0.257147982,1.101793599,0.688835209,1.117987842,0.972880193,0.850762049,1.08927074,0
0.798392475,1.283484921,1.156634372,0.487187974,1.153559106,1.459295749,1.110486795,1.283045426,1.263856741,1.441593474,0
0.328879505,1.201688726,1.022824272,0.650127307,0.787519872,1.229422762,1.028525472,1.426016057,1.232285444,1.227913515,0
1.358275726,1.18314834,0.299169475,0.746085103,1.182017245,0.879763997,0.780999068,0.661178114,1.164304599,1.212401354,1
0.879897722,1.011250602,0.584393744,0.978182115,0.942204049,0.829293801,0.944869526,0.373871187,1.104052318,1.611440728,1
1.273019276,0.848270275,0.959682066,0.884852792,0.991635156,0.843502458,0.754398945,0.783546322,1.163311546,1.853902785,1
1.510573641,1.284024209,0.700037146,0.683013141,1.104672807,1.022166528,0.638611054,1.326986486,1.203487998,1.421674251,1
0.661179333,1.366178139,1.023132308,0.473870264,0.850401283,0.896591302,0.714961269,1.579263432,0.951050157,1.146642764,0
0.95999984,1.20312953,1.398069561,1.091077614,1.419032272,0.309297721,1.176087811,1.148951205,1.268263379,1.112105181,0
0.528847815,1.302302413,0.993831135,0.932793364,1.423142472,0.966441621,0.822834396,1.474002363,0.904555218,1.486541641,0
1.018122701,1.085954419,0.439098706,0.669682372,1.241520276,1.000275601,0.57580267,1.093924654,1.557236608,1.104658663,1
1.219074324,1.036356919,0.899504489,0.479474317,1.230633239,1.206882476,0.787993008,0.812822761,0.776556834,1.666135946,0
0.788273385,0.799901303,0.439829101,0.595286714,0.838063892,0.973745611,1.379605945,0.949946478,1.511933956,1.044193574,1
0.922781259,1.281580024,1.275056603,0.729473599,0.953564985,1.282985439,0.787987056,1.089708521,1.070601965,1.791006051,0
1.235560732,1.118582941,0.808971157,0.817227575,1.163344746,0.628137543,0.713627162,0.939147029,1.559346016,1.544984224,1
1.375083768,1.250609982,0.476912043,0.610721031,0.992064378,0.582194462,1.093065023,0.700612412,1.021473254,1.312998576,1
0.682099267,1.207130088,0.886570962,0.601533622,1.430235322,0.750777125,1.477633602,1.242029719,0.808514138,1.337344184,0
0.562932018,0.994352985,0.770924667,0.803645804,0.9946068,1.033093069,1.341659586,1.519734874,1.235742524,1.523788912,0
1.137069593,0.924464522,0.656447481,0.514486351,1.232726267,1.078938472,1.132990493,1.237190489,1.022498731,1.697789145,0
0.66747257,1.354392074,0.928201563,0.965743419,0.681136457,1.036617874,1.412080872,1.458111781,1.37858694,1.362606246,0
0.483158515,0.779422168,1.489384191,1.163236488,1.140023255,1.476157241,0.825059886,1.139647699,0.651440285,0.987932118,0
0.658384171,0.953893648,0.761228748,0.67010192,1.160076958,0.541691848,0.59577179,1.317352952,0.819612254,1.427790019,0
0.592352386,1.261552408,1.061937027,0.956833978,1.63169299,1.075701801,0.759767462,0.828304604,0.806633468,1.479964444,0
0.74306285,1.372703197,1.307773694,1.012474517,1.471865442,1.247983186,0.912363813,1.391286746,1.36820852,1.345947654,0
1.039353821,1.112706533,0.899802938,0.432007417,0.971785772,1.123506167,1.380476391,1.387135542,0.997082154,1.585148654,0
1.111544297,0.851612763,0.939979114,0.86437986,0.874455473,1.1313217,0.337510199,0.733446685,1.097462055,1.625375641,1
0.816943733,0.990474087,1.316061476,0.370077892,1.077600147,1.198989611,1.59719846,1.110590997,0.76637852,0.974921567,0
0.94397207,1.566842859,1.031248208,0.766034811,0.681734593,1.47289936,1.173322549,1.250799662,1.377817553,1.243351455,0
1.115652454,0.68098137,0.535067852,0.649526213,1.287974195,1.073093578,1.082213718,1.063596241,1.498700323,1.445062298,1
0.865835448,1.224177047,0.739545899,0.615236358,0.777560341,0.726600275,1.042452432,0.464701663,0.843615563,1.528048959,1
1.16391099,1.220315906,0.53445079,0.414534011,0.662363907,1.054141197,0.712507681,1.002181142,1.180739182,1.3644653,1
0.85014566,0.836911682,0.318543404,0.470747787,1.085465365,1.004677901,0.670185958,0.980315199,1.090327477,1.286015423,1
0.782179077,1.025657102,0.833795532,0.693317979,0.925366488,1.409678793,0.529930761,1.155658215,1.311664336,1.56078683,1
0.948261503,0.925172178,0.822462276,0.508456979,0.755658675,0.933712361,0.705432863,0.497679685,1.265612297,1.494820792,1
0.594568047,1.325247764,0.870550665,0.794391093,1.437814614,1.074280948,1.110089002,1.239891946,0.962824844,1.634474309,0
0.818864842,1.43972224,0.639280572,0.801125438,0.979037223,1.14399391,0.71780903,1.131004651,0.769110826,1.657941754,0
1.09013811,1.172064156,0.684827829,0.687782611,0.68551646,0.806125877,0.680525429,1.081176224,1.534558189,1.484316777,1
1.349560907,0.752315858,0.602381293,0.578533019,0.65043237,1.019475856,0.714152582,1.054361894,1.318216952,1.414996215,1
1.366983574,1.050524026,0.597178981,0.503985322,0.891411548,0.72306686,0.615614923,0.803781297,1.423548172,0.981428297,1
1.140063293,1.065109228,0.835999853,0.743181573,1.343715351,0.678762503,0.960469336,0.677438806,1.343373251,1.662151003,1
1.256374708,0.79991144,0.728150708,0.409597368,0.981248523,0.767184951,0.929069975,1.083124055,1.415073084,1.482678427,1
0.582703968,0.943163999,0.992530681,0.718228907,0.817450649,1.290672655,0.600208451,1.373506644,0.763711515,1.519803184,0
1.039010378,0.933110187,0.776967426,0.667513195,1.082514669,1.336659269,0.517951388,1.139704603,1.454956357,1.504669474,1
0.810495576,1.19920493,0.73342504,0.466316326,0.99595858,0.946728017,1.35327068,1.577409381,0.815069452,1.270683734,0
1.032270108,0.705997423,0.513270144,0.809504365,1.569298986,0.909148939,1.281531072,1.003540362,1.256043488,1.402667092,1
1.423933865,0.718963109,0.456671744,0.773988523,0.782458712,0.727027521,1.096952471,0.651121126,1.114554299,1.359074419,1
1.094553521,0.964111501,0.941037577,0.461689712,0.623568963,1.050060467,1.166705731,0.79359833,1.502449741,1.479022489,1
0.550462706,1.346585405,0.624108033,0.47379665,1.094790254,0.982738896,1.129696947,0.888911918,0.925912485,1.464409392,0
0.793644075,1.102275953,0.707085583,0.774928116,1.107645632,1.142244035,1.713342229,1.487604155,1.062633384,1.16775523,0
0.657782,1.165959221,1.412463747,1.103641383,1.308127764,1.014415907,0.992421284,1.705175538,1.20192468,1.203033023,0
1.237548901,1.426015845,0.752565914,0.740274293,1.096812928,0.721396798,0.772962694,0.866050122,1.472949831,1.503226999,1
0.822414653,1.120815068,1.36603137,0.779802557,1.123654093,1.313512749,0.808662206,1.591668799,0.996340644,1.520696839,0
0.933011084,1.435871339,0.787403833,0.754450069,1.158672069,0.765656736,0.709750835,1.446297279,0.754261474,1.525480646,0
0.781773717,0.982455546,0.821960227,0.507397121,0.826634753,0.830461633,0.928491777,1.044832223,0.834877224,1.764543048,0
0.568052726,1.143122558,0.442546904,0.985581506,1.253559479,0.890143956,0.565360386,1.316645179,0.895111803,1.324711535,0
0.900881191,1.338740384,1.025652988,1.075636211,1.398217438,0.552358306,0.717659485,0.986194161,1.451383505,1.475854444,1
0.780801776,1.462141045,0.933097114,0.862467352,1.336904788,1.273496434,0.944753423,1.414467524,0.941610899,1.590285212,0
0.863035615,0.809353475,0.402430006,1.050550401,1.128694321,0.802870391,1.073580297,1.284525112,1.654772732,1.121372065,1
0.982824628,1.039819716,0.754386276,0.245397759,1.021031409,0.911525651,1.168188329,1.432920231,0.68877821,1.218019447,0
1.184571047,1.26814337,1.287153366,0.704432875,1.474660579,0.434766431,0.882432769,1.132892167,1.249006838,1.293150544,0
1.155159048,1.186981301,1.06206966,0.302512243,1.092342002,1.248837004,1.307901229,0.824232465,1.275304798,1.422711277,0
0.518910451,1.206634085,1.032243457,0.512262753,1.102771425,1.072289101,1.183181045,1.597243628,0.939567021,1.277908019,0
1.041028236,1.214195867,0.537699258,0.675460358,1.245143314,0.455141033,0.954599994,0.87526336,1.233596748,1.451923103,1
1.034458756,1.262725755,0.86217269,0.172179769,0.751307873,1.061956397,1.036410367,0.813625559,1.244223783,1.253204061,1
1.66737123,0.914997934,0.558551278,0.546111824,0.885830171,0.781031171,1.188667278,0.967129897,1.078484585,1.206594111,1
0.743726396,1.076784512,1.195511902,0.723781644,1.516751911,1.141307317,0.672966062,1.297765876,0.884203121,1.563809869,0
1.022902033,1.298926216,1.419741757,0.99430097,1.149144357,1.19987153,0.903626936,0.776394593,1.768134227,1.14964287,1
0.699086771,1.352489431,0.565275013,0.963066722,1.042242296,0.698141579,1.380249618,1.562927418,0.801595033,1.03328738,0
0.555145046,1.501887238,1.020842698,0.712897402,0.902253353,1.204033497,0.956610414,1.372467969,1.477501656,1.21804587,0
0.593136399,1.325600963,1.082679124,0.823676387,0.945636304,0.688466019,1.584215294,1.100665257,0.661568411,1.352894307,0
0.676900277,1.164185386,1.247168146,0.573497922,1.096740721,1.164514175,0.713250598,1.577798394,0.722335217,1.309929018,0
1.13811132,0.800458879,0.504176498,1.008759019,0.86251908,0.61889831,0.864393665,1.008665243,1.651917666,1.295957142,1
0.55307731,1.06303123,1.015361991,0.933252904,1.339527603,1.103069978,0.890241024,1.461355668,0.569360913,1.505319191,0
0.737200871,0.770462153,0.656175526,0.81027783,1.138429213,1.160320875,0.600307929,0.741686558,1.203576922,1.64128827,1
1.330273475,0.951456935,0.567536746,0.877589443,0.977498013,0.778857668,0.849948744,1.076063439,1.744034191,1.235065987,1
0.932541602,1.741634027,0.883544326,0.989828475,1.218043863,0.685236051,1.307692248,1.167403367,1.154687341,1.372178588,0
1.123411751,1.495778437,0.740030189,0.780210408,1.04400268,0.911947803,0.779828019,1.249545501,1.617471839,1.348384785,1
0.767275153,0.797596727,0.475138662,1.015334944,0.534320015,0.985228405,0.51617964,1.227408827,1.307657486,1.17785214,1
0.61558604,1.426386338,1.265191265,0.690649164,1.412590551,1.1352674,1.059460523,1.28940351,0.890057393,1.465285608,0
0.872355806,1.410217986,0.99766352,0.996294069,1.200213897,1.373933644,0.935371919,1.436805643,1.165427449,1.642771185,0
0.368128522,1.388372881,1.443594319,0.872384739,1.188442528,1.357372389,1.081401739,0.933730628,1.095248597,1.231360297,0
0.7170669,0.771041947,1.378330158,0.756789967,1.064195595,1.209317941,1.582651762,1.348006565,0.63216628,1.146334812,0
0.817240866,1.353498397,0.414965621,0.730721364,0.927422032,1.131011743,1.260262815,1.244877073,1.251112687,1.462245649,0
0.788050021,0.709094181,0.512655449,0.910950639,1.207635255,0.68106706,0.741810123,0.716034942,1.014996098,1.576769314,1
0.934012099,0.996026521,0.653397388,0.472756387,0.917850102,1.329278895,1.16288279,1.28529572,0.890936925,1.60209485,0
0.599087489,1.444702051,0.984779185,0.818332121,0.93196917,1.066793313,1.051005034,1.101726366,1.762923675,0.935327659,1
